"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","PROKKA_11072017","PROKKA_11072017_DJ","PROKKA_11162017"
"group_4976","","hypothetical protein","1","1","1","5","6742","811","3","","467","467","467","","","vin01_00416"
"nlpE","","Lipoprotein NlpE","1","1","1","5","6741","811","4","","1091","1091","1091","","","vin01_00417"
"group_4978","","hypothetical protein","1","1","1","5","6740","811","5","","506","506","506","","","vin01_00418"
"group_4979","","hypothetical protein","1","1","1","5","6739","811","6","","386","386","386","","","vin01_00419"
"pleC_1","","Non-motile and phage-resistance protein","1","1","1","5","6738","811","1","","2495","2495","2495","","","vin01_00420"
"group_4981","","hypothetical protein","1","1","1","5","6332","975","2","","428","428","428","","","vin01_00422"
"pglJ","","N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase","1","1","1","5","6333","975","1","","1205","1205","1205","","","vin01_00423"
"group_4983","","hypothetical protein","1","1","1","5","6326","832","2","","1691","1691","1691","","","vin01_00426"
"group_4984","","hypothetical protein","1","1","1","5","6337","832","5","","1406","1406","1406","","","vin01_00427"
"group_4985","","hypothetical protein","1","1","1","5","6338","832","4","","695","695","695","","","vin01_00428"
"group_4986","","hypothetical protein","1","1","1","5","6339","832","3","","404","404","404","","","vin01_00429"
"tsr_1","","Methyl-accepting chemotaxis protein I","1","1","1","5","6344","896","3","","1181","1181","1181","","","vin01_00435"
"yraA","","Putative cysteine protease YraA","1","1","1","5","6349","896","1","","563","563","563","","","vin01_00437"
"group_4989","","hypothetical protein","1","1","1","5","6348","805","1","","347","347","347","","","vin01_00439"
"group_4990","","hypothetical protein","1","1","1","5","6320","805","2","","1829","1829","1829","","","vin01_00440"
"group_4991","","hypothetical protein","1","1","1","5","6321","805","3","","1151","1151","1151","","","vin01_00441"
"uvrD_2","","DNA helicase II","1","1","1","5","6322","805","4","","1886","1886","1886","","","vin01_00442"
"csp","","Cold shock protein 1","1","1","1","5","6323","805","5","","566","566","566","","","vin01_00443"
"group_4994","","hypothetical protein","1","1","1","5","6324","805","6","","632","632","632","","","vin01_00444"
"group_4995","","hypothetical protein","1","1","1","5","6325","805","7","","707","707","707","","","vin01_00445"
"group_4996","ggt","Gamma-glutamyltranspeptidase","1","1","1","5","6357","1395","1","","1712","1712","1712","","","vin01_00447"
"group_4997","","hypothetical protein","1","1","1","5","6319","1125","1","","1235","1235","1235","","","vin01_00449"
"group_4998","","hypothetical protein","1","1","1","5","6315","1011","2","","533","533","533","","","vin01_00453"
"group_4999","asrA","Anaerobic sulfite reductase subunit A","1","1","1","5","6314","1011","1","","1157","1157","1157","","","vin01_00454"
"group_5","nicP_5","Porin-like protein NicP","1","1","1","5","2553","728","17","","1604","1604","1604","","","vin01_00329"
"group_50","glnQ_2","Glutamine transport ATP-binding protein GlnQ","1","1","1","5","7391","806","1","","779","779","779","","","vin01_02514"
"group_5000","hoxH","NAD-reducing hydrogenase HoxS subunit beta","1","1","1","5","6297","818","1","","1301","1301","1301","","","vin01_00458"
"group_5001","","hypothetical protein","1","1","1","5","6296","818","2","","488","488","488","","","vin01_00459"
"group_5002","cptA","Phosphoethanolamine transferase CptA","1","1","1","5","6299","818","3","","1769","1769","1769","","","vin01_00460"
"group_5003","","hypothetical protein","1","1","1","5","6301","818","5","","563","563","563","","","vin01_00462"
"group_5004","","hypothetical protein","1","1","1","5","6302","818","6","","221","221","221","","","vin01_00463"
"group_5005","padH","NADH-dependent phenylglyoxylate dehydrogenase subunit epsilon","1","1","1","5","6298","1317","1","","1232","1232","1232","","","vin01_00465"
"group_5006","cooF","Iron-sulfur protein","1","1","1","5","6521","1149","1","","560","560","560","","","vin01_00467"
"group_5007","","hypothetical protein","1","1","1","5","6517","952","1","","746","746","746","","","vin01_00469"
"group_5008","sotB","Sugar efflux transporter","1","1","1","5","6516","952","3","","1217","1217","1217","","","vin01_00470"
"group_5009","","hypothetical protein","1","1","1","5","6515","952","2","","941","941","941","","","vin01_00472"
"group_5010","","hypothetical protein","1","1","1","5","6502","1017","1","","1751","1751","1751","","","vin01_00474"
"group_5011","","hypothetical protein","1","1","1","5","6501","1017","2","","596","596","596","","","vin01_00475"
"group_5012","pncC_1","Nicotinamide-nucleotide amidohydrolase PncC","1","1","1","5","6499","1062","2","","491","491","491","","","vin01_00477"
"group_5013","","hypothetical protein","1","1","1","5","6498","1062","1","","1322","1322","1322","","","vin01_00478"
"group_5014","","hypothetical protein","1","1","1","5","6490","1321","1","","725","725","725","","","vin01_00480"
"group_5015","cowN","N(2)-fixation sustaining protein CowN","1","1","1","5","6491","1396","1","","293","293","293","","","vin01_00483"
"group_5016","folB","Dihydroneopterin aldolase","1","1","1","5","6482","1131","1","","359","359","359","","","vin01_00490"
"group_5017","moeZ","putative adenylyltransferase/sulfurtransferase MoeZ","1","1","1","5","6480","873","4","","380","380","380","","","vin01_00492"
"group_5018","","putative sulfate transporter","1","1","1","5","2231","873","3","","1814","1814","1814","","","vin01_00493"
"blh","","Beta-lactamase hydrolase-like protein","1","1","1","5","2232","873","2","","1742","1742","1742","","","vin01_00494"
"group_5020","","putative metallo-hydrolase","1","1","1","5","2233","873","1","","866","866","866","","","vin01_00495"
"group_5021","glpE_2","Thiosulfate sulfurtransferase GlpE","1","1","1","5","2230","1056","2","","338","338","338","","","vin01_00500"
"group_5022","apaH","Bis(5'-nucleosyl)-tetraphosphatase, symmetrical","1","1","1","5","2229","1056","1","","827","827","827","","","vin01_00501"
"group_5023","lptD","LPS-assembly protein LptD","1","1","1","5","2228","1286","1","","2756","2756","2756","","","vin01_00506"
"djlA","","Co-chaperone protein DjlA","1","1","1","5","2227","1349","1","","761","761","761","","","vin01_00509"
"group_5025","gph_1","Phosphoglycolate phosphatase","1","1","1","5","2257","954","1","","710","710","710","","","vin01_00512"
"syrM1","","HTH-type transcriptional regulator SyrM 1","1","1","1","5","2256","954","3","","893","893","893","","","vin01_00513"
"group_5027","kefF","Glutathione-regulated potassium-efflux system ancillary protein KefF","1","1","1","5","2225","954","2","","776","776","776","","","vin01_00514"
"group_5028","phnO","Aminoalkylphosphonate N-acetyltransferase","1","1","1","5","2261","1217","1","","455","455","455","","","vin01_00517"
"group_5029","","hypothetical protein","1","1","1","5","2266","1185","1","","758","758","758","","","vin01_00519"
"group_5030","","hypothetical protein","1","1","1","5","2269","1098","1","","488","488","488","","","vin01_00522"
"group_5031","","hypothetical protein","1","1","1","5","1266","718","14","","488","488","488","","","vin01_04379"
"group_5032","","Alginate lyase","1","1","1","5","2274","1303","1","","2234","2234","2234","","","vin01_00526"
"group_5033","","hypothetical protein","1","1","1","5","2333","827","1","","1958","1958","1958","","","vin01_00528"
"group_5034","","hypothetical protein","1","1","1","5","2334","827","6","","1262","1262","1262","","","vin01_00529"
"group_5035","","Virulence protein","1","1","1","5","2336","827","4","","380","380","380","","","vin01_00531"
"group_5036","","hypothetical protein","1","1","1","5","2337","827","3","","860","860","860","","","vin01_00532"
"group_5037","","hypothetical protein","1","1","1","5","2338","827","2","","1295","1295","1295","","","vin01_00533"
"htrA_1","","Putative serine protease HtrA","1","1","1","5","2342","764","5","","1121","1121","1121","","","vin01_00535"
"group_5039","","hypothetical protein","1","1","1","5","2341","764","6","","401","401","401","","","vin01_00536"
"group_5040","","hypothetical protein","1","1","1","5","2340","764","7","","821","821","821","","","vin01_00537"
"group_5041","fdm","Formaldehyde dismutase","1","1","1","5","2304","764","9","","1169","1169","1169","","","vin01_00539"
"group_5042","","hypothetical protein","1","1","1","5","2305","764","4","","359","359","359","","","vin01_00540"
"group_5043","phaC_1","Poly(3-hydroxyalkanoate) polymerase subunit PhaC","1","1","1","5","2306","764","3","","1052","1052","1052","","","vin01_00541"
"group_5044","ada","Bifunctional transcriptional activator/DNA repair enzyme Ada","1","1","1","5","2307","764","2","","554","554","554","","","vin01_00542"
"group_5045","","Protein archease","1","1","1","5","2308","764","1","","413","413","413","","","vin01_00543"
"group_5046","","putative polyglutamine synthesis accessory protein","1","1","1","5","2311","925","1","","1112","1112","1112","","","vin01_00545"
"group_5047","pncB2","Nicotinate phosphoribosyltransferase pncB2","1","1","1","5","2310","925","2","","1361","1361","1361","","","vin01_00546"
"group_5048","pncA","Nicotinamidase","1","1","1","5","2309","925","3","","623","623","623","","","vin01_00547"
"group_5049","","hypothetical protein","1","1","1","5","2282","761","1","","1016","1016","1016","","","vin01_00549"
"dgkA_1","","Undecaprenol kinase","1","1","1","5","2281","761","2","","353","353","353","","","vin01_00550"
"group_5051","nemA_1","N-ethylmaleimide reductase","1","1","1","5","2280","761","3","","1100","1100","1100","","","vin01_00551"
"group_5052","nemA_3","N-ethylmaleimide reductase","1","1","1","5","1797","757","2","","1100","1100","1100","","","vin01_04103"
"group_5053","","putative oxidoreductase","1","1","1","5","2279","761","4","","1055","1055","1055","","","vin01_00552"
"group_5054","","putative oxidoreductase","1","1","1","5","1796","757","3","","1055","1055","1055","","","vin01_04104"
"ttgR","","HTH-type transcriptional regulator TtgR","1","1","1","5","2278","761","10","","599","599","599","","","vin01_00553"
"group_5056","acsA_1","Acetyl-coenzyme A synthetase","1","1","1","5","2277","761","9","","1760","1760","1760","","","vin01_00554"
"group_5057","acoA_1","Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha","1","1","1","5","2276","761","8","","986","986","986","","","vin01_00555"
"group_5058","bfmBAB","2-oxoisovalerate dehydrogenase subunit beta","1","1","1","5","2275","761","7","","977","977","977","","","vin01_00556"
"pdhC","","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex","1","1","1","5","2285","761","6","","1142","1142","1142","","","vin01_00557"
"group_5060","acpP_1","Acyl carrier protein","1","1","1","5","2286","761","5","","251","251","251","","","vin01_00558"
"group_5061","","hypothetical protein","1","1","1","5","2293","999","1","","758","758","758","","","vin01_00560"
"group_5062","","Purine nucleoside phosphoramidase","1","1","1","5","285","1270","1","","338","338","338","","","vin01_00569"
"group_5063","anmK","Anhydro-N-acetylmuramic acid kinase","1","1","1","5","292","838","5","","1094","1094","1094","","","vin01_00573"
"group_5064","mepM_1","Murein DD-endopeptidase MepM","1","1","1","5","293","838","4","","1460","1460","1460","","","vin01_00574"
"group_5065","","hypothetical protein","1","1","1","5","294","838","3","","200","200","200","","","vin01_00575"
"group_5066","","hypothetical protein","1","1","1","5","296","838","1","","197","197","197","","","vin01_00577"
"group_5067","","hypothetical protein","1","1","1","5","298","816","4","","617","617","617","","","vin01_00579"
"group_5068","","hypothetical protein","1","1","1","5","573","816","3","","299","299","299","","","vin01_00582"
"group_5069","","hypothetical protein","1","1","1","5","575","816","1","","1406","1406","1406","","","vin01_00589"
"group_5070","comR_1","HTH-type transcriptional repressor ComR","1","1","1","5","570","1031","2","","587","587","587","","","vin01_00592"
"group_5071","ligE","Beta-etherase","1","1","1","5","569","1031","1","","686","686","686","","","vin01_00593"
"group_5072","","putative signaling protein","1","1","1","5","538","1153","1","","1910","1910","1910","","","vin01_00595"
"group_5073","","hypothetical protein","1","1","1","5","544","771","8","","305","305","305","","","vin01_00597"
"group_5074","","hypothetical protein","1","1","1","5","543","771","7","","773","773","773","","","vin01_00598"
"group_5075","yihG","putative acyltransferase YihG","1","1","1","5","540","771","4","","890","890","890","","","vin01_00601"
"group_5076","","hypothetical protein","1","1","1","5","539","771","3","","269","269","269","","","vin01_00602"
"group_5077","actP_1","Cation/acetate symporter ActP","1","1","1","5","545","771","2","","1769","1769","1769","","","vin01_00603"
"group_5078","polC_1","DNA polymerase III PolC-type","1","1","1","5","546","771","1","","722","722","722","","","vin01_00604"
"group_5079","dsbG","Thiol:disulfide interchange protein DsbG","1","1","1","5","551","1225","1","","773","773","773","","","vin01_00608"
"group_5080","pyrE_1","Orotate phosphoribosyltransferase","1","1","1","5","547","1186","1","","761","761","761","","","vin01_00610"
"group_5081","bioH","Pimeloyl-[acyl-carrier protein] methyl ester esterase","1","1","1","5","592","1359","1","","722","722","722","","","vin01_00613"
"group_5082","ynbA","Inner membrane protein YnbA","1","1","1","5","596","819","1","","623","623","623","","","vin01_00615"
"group_5083","plsC_2","1-acyl-sn-glycerol-3-phosphate acyltransferase","1","1","1","5","597","819","2","","692","692","692","","","vin01_00616"
"group_5084","cdsA_1","Phosphatidate cytidylyltransferase","1","1","1","5","598","819","3","","932","932","932","","","vin01_00617"
"nhoA_1","","N-hydroxyarylamine O-acetyltransferase","1","1","1","5","599","819","4","","833","833","833","","","vin01_00618"
"blc_1","","Outer membrane lipoprotein Blc","1","1","1","5","600","819","5","","563","563","563","","","vin01_00619"
"group_5087","","hypothetical protein","1","1","1","5","601","819","6","","893","893","893","","","vin01_00620"
"group_5088","","hypothetical protein","1","1","1","5","603","770","6","","281","281","281","","","vin01_00622"
"tpm_1","","Thiopurine S-methyltransferase","1","1","1","5","604","770","7","","752","752","752","","","vin01_00623"
"group_5090","","hypothetical protein","1","1","1","5","605","770","8","","500","500","500","","","vin01_00624"
"group_5091","bioD1","ATP-dependent dethiobiotin synthetase BioD 1","1","1","1","5","606","770","9","","683","683","683","","","vin01_00625"
"group_5092","","hypothetical protein","1","1","1","5","607","770","5","","146","146","146","","","vin01_00626"
"group_5093","","hypothetical protein","1","1","1","5","608","770","4","","728","728","728","","","vin01_00627"
"group_5094","","hypothetical protein","1","1","1","5","609","770","3","","158","158","158","","","vin01_00628"
"group_5095","osmY_1","Osmotically-inducible protein Y","1","1","1","5","610","770","2","","827","827","827","","","vin01_00629"
"group_5096","","hypothetical protein","1","1","1","5","611","770","1","","209","209","209","","","vin01_00630"
"group_5097","","hypothetical protein","1","1","1","5","279","1089","2","","611","611","611","","","vin01_00635"
"group_5098","","hypothetical protein","1","1","1","5","278","1089","1","","509","509","509","","","vin01_00636"
"group_5099","typA","GTP-binding protein TypA/BipA","1","1","1","5","622","1084","2","","1820","1820","1820","","","vin01_00639"
"group_5100","","hypothetical protein","1","1","1","5","621","1084","1","","437","437","437","","","vin01_00640"
"group_5101","smc_1","Chromosome partition protein Smc","1","1","1","5","7371","746","6","","2003","2003","2003","","","vin01_00643"
"der_1","","GTPase Der","1","1","1","5","7370","746","7","","2243","2243","2243","","","vin01_00644"
"era_1","","GTPase Era","1","1","1","5","7369","746","8","","1718","1718","1718","","","vin01_00645"
"group_5104","","hypothetical protein","1","1","1","5","7368","746","9","","209","209","209","","","vin01_00646"
"group_5105","","hypothetical protein","1","1","1","5","7367","746","10","","344","344","344","","","vin01_00647"
"group_5106","","hypothetical protein","1","1","1","5","7366","746","11","","143","143","143","","","vin01_00648"
"group_5107","","hypothetical protein","1","1","1","5","7365","746","5","","1115","1115","1115","","","vin01_00649"
"group_5108","","hypothetical protein","1","1","1","5","7364","746","4","","317","317","317","","","vin01_00650"
"group_5109","","hypothetical protein","1","1","1","5","7363","746","3","","1598","1598","1598","","","vin01_00651"
"group_5110","","hypothetical protein","1","1","1","5","7362","746","2","","338","338","338","","","vin01_00652"
"group_5111","","hypothetical protein","1","1","1","5","7361","746","1","","404","404","404","","","vin01_00653"
"group_5112","","hypothetical protein","1","1","1","5","7345","946","3","","254","254","254","","","vin01_00656"
"blc_2","","Outer membrane lipoprotein Blc","1","1","1","5","7344","946","2","","578","578","578","","","vin01_00657"
"group_5114","","hypothetical protein","1","1","1","5","7343","946","1","","344","344","344","","","vin01_00658"
"group_5115","","hypothetical protein","1","1","1","5","7350","1042","2","","989","989","989","","","vin01_00660"
"group_5116","yjdF_1","Inner membrane protein YjdF","1","1","1","5","7349","1042","1","","608","608","608","","","vin01_00661"
"group_5117","","hypothetical protein","1","1","1","5","4782","1140","1","","167","167","167","","","vin01_00665"
"group_5118","opgH_1","Glucans biosynthesis glucosyltransferase H","1","1","1","5","4778","917","1","","2567","2567","2567","","","vin01_00667"
"group_5119","mdoG_2","Glucans biosynthesis protein G","1","1","1","5","4777","917","3","","1553","1553","1553","","","vin01_00668"
"group_5120","opgH_2","Glucans biosynthesis glucosyltransferase H","1","1","1","5","4776","917","2","","2603","2603","2603","","","vin01_00669"
"group_5121","tatC","Sec-independent protein translocase protein TatC","1","1","1","5","4788","922","3","","767","767","767","","","vin01_00671"
"group_5122","tatB","Sec-independent protein translocase protein TatB","1","1","1","5","4789","922","2","","341","341","341","","","vin01_00672"
"group_5123","tatA","Sec-independent protein translocase protein TatA","1","1","1","5","4790","922","1","","233","233","233","","","vin01_00673"
"group_5124","","hypothetical protein","1","1","1","5","4793","1156","1","","623","623","623","","","vin01_00677"
"group_5125","nucH_1","Thermonuclease","1","1","1","5","4804","1068","1","","800","800","800","","","vin01_00686"
"group_5126","bepA_1","Beta-barrel assembly-enhancing protease","1","1","1","5","4805","1068","2","","1433","1433","1433","","","vin01_00687"
"group_5127","mrcA","Penicillin-binding protein 1A","1","1","1","5","4807","815","1","","2462","2462","2462","","","vin01_00689"
"group_5128","ftsA_1","Cell division protein FtsA","1","1","1","5","4808","815","2","","1064","1064","1064","","","vin01_00690"
"group_5129","","hypothetical protein","1","1","1","5","4809","815","3","","656","656","656","","","vin01_00691"
"group_5130","","hypothetical protein","1","1","1","5","4810","815","4","","617","617","617","","","vin01_00692"
"group_5131","","hypothetical protein","1","1","1","5","4811","815","6","","524","524","524","","","vin01_00693"
"group_5132","pilQ","Type IV pilus biogenesis and competence protein PilQ","1","1","1","5","4812","815","5","","2171","2171","2171","","","vin01_00694"
"group_5133","damX","Cell division protein DamX","1","1","1","5","4816","1358","1","","1646","1646","1646","","","vin01_00697"
"group_5134","ynfM","Inner membrane transport protein YnfM","1","1","1","5","4820","1154","1","","1241","1241","1241","","","vin01_00701"
"group_5135","","hypothetical protein","1","1","1","5","4763","1227","1","","815","815","815","","","vin01_00704"
"group_5136","","hypothetical protein","1","1","1","5","4762","1246","1","","326","326","326","","","vin01_00707"
"group_5137","mscK","Mechanosensitive channel MscK","1","1","1","5","4827","1389","1","","3356","3356","3356","","","vin01_00709"
"group_5138","","hypothetical protein","1","1","1","5","4832","965","1","","1211","1211","1211","","","vin01_00712"
"group_5139","gltR_1","HTH-type transcriptional regulator GltR","1","1","1","5","4833","965","2","","875","875","875","","","vin01_00713"
"group_5140","rlmJ","Ribosomal RNA large subunit methyltransferase J","1","1","1","5","4834","965","3","","893","893","893","","","vin01_00714"
"group_5141","","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex","1","1","1","5","4836","1157","1","","1619","1619","1619","","","vin01_00716"
"group_5142","glnE","Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme","1","1","1","5","4837","1307","1","","2942","2942","2942","","","vin01_00718"
"rfaP_2","","Lipopolysaccharide core heptose(I) kinase RfaP","1","1","1","5","4847","991","2","","737","737","737","","","vin01_00724"
"kdkA_1","","3-deoxy-D-manno-octulosonic acid kinase","1","1","1","5","4848","991","1","","1457","1457","1457","","","vin01_00725"
"group_5145","bshA_1","N-acetyl-alpha-D-glucosaminyl L-malate synthase","1","1","1","5","4850","960","1","","1127","1127","1127","","","vin01_00727"
"group_5146","","hypothetical protein","1","1","1","5","4851","960","2","","1274","1274","1274","","","vin01_00728"
"group_5147","","hypothetical protein","1","1","1","5","4852","960","3","","722","722","722","","","vin01_00729"
"galE_1","","UDP-glucose 4-epimerase","1","1","1","5","4748","962","3","","1025","1025","1025","","","vin01_00731"
"group_5149","","hypothetical protein","1","1","1","5","4747","962","2","","1238","1238","1238","","","vin01_00732"
"group_5150","","hypothetical protein","1","1","1","5","4746","962","1","","650","650","650","","","vin01_00733"
"group_5151","","hypothetical protein","1","1","1","5","4742","1000","1","","1484","1484","1484","","","vin01_00736"
"kdkA_2","","3-deoxy-D-manno-octulosonic acid kinase","1","1","1","5","4741","1000","2","","830","830","830","","","vin01_00737"
"group_5153","oatA","O-acetyltransferase OatA","1","1","1","5","4740","1285","1","","2024","2024","2024","","","vin01_00739"
"group_5154","","hypothetical protein","1","1","1","5","4870","1187","1","","749","749","749","","","vin01_00745"
"group_5155","","putative signaling protein","1","1","1","5","4882","993","2","","1592","1592","1592","","","vin01_00748"
"group_5156","","hypothetical protein","1","1","1","5","4883","993","1","","716","716","716","","","vin01_00749"
"group_5157","","hypothetical protein","1","1","1","5","4885","937","1","","1070","1070","1070","","","vin01_00751"
"group_5158","cpdA_1","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA","1","1","1","5","4886","937","2","","818","818","818","","","vin01_00752"
"group_5159","","hypothetical protein","1","1","1","5","4887","937","3","","2366","2366","2366","","","vin01_00753"
"group_5160","","hypothetical protein","1","1","1","5","4890","851","1","","974","974","974","","","vin01_00756"
"group_5161","","hypothetical protein","1","1","1","5","4891","851","5","","968","968","968","","","vin01_00757"
"group_5162","","hypothetical protein","1","1","1","5","4892","851","4","","1184","1184","1184","","","vin01_00758"
"group_5163","lptG_1","Lipopolysaccharide export system permease protein LptG","1","1","1","5","4893","851","3","","1070","1070","1070","","","vin01_00759"
"group_5164","lptF_1","Lipopolysaccharide export system permease protein LptF","1","1","1","5","4894","851","2","","1124","1124","1124","","","vin01_00760"
"group_5165","","hypothetical protein","1","1","1","5","4896","882","1","","830","830","830","","","vin01_00762"
"group_5166","","hypothetical protein","1","1","1","5","4897","882","2","","1154","1154","1154","","","vin01_00763"
"group_5167","","4-hydroxyphenylalkanoate adenylyltransferase","1","1","1","5","4898","882","3","","1745","1745","1745","","","vin01_00764"
"group_5168","","3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase","1","1","1","5","4899","882","4","","911","911","911","","","vin01_00765"
"group_5169","","hypothetical protein","1","1","1","5","4905","988","2","","878","878","878","","","vin01_00769"
"group_5170","","hypothetical protein","1","1","1","5","4906","988","1","","419","419","419","","","vin01_00770"
"group_5171","speE_1","Polyamine aminopropyltransferase","1","1","1","5","4723","1255","1","","695","695","695","","","vin01_00772"
"group_5172","osmY_2","Osmotically-inducible protein Y","1","1","1","5","4691","923","2","","368","368","368","","","vin01_00774"
"group_5173","cpdA_2","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA","1","1","1","5","4690","923","3","","815","815","815","","","vin01_00775"
"group_5174","","hypothetical protein","1","1","1","5","4689","923","1","","617","617","617","","","vin01_00776"
"group_5175","","hypothetical protein","1","1","1","5","4670","1232","1","","986","986","986","","","vin01_00778"
"group_5176","","hypothetical protein","1","1","1","5","3548","904","3","","719","719","719","","","vin01_00780"
"group_5177","yhhW_1","Quercetin 2,3-dioxygenase","1","1","1","5","3547","904","2","","689","689","689","","","vin01_00781"
"pleC_2","","Non-motile and phage-resistance protein","1","1","1","5","3546","904","1","","2519","2519","2519","","","vin01_00783"
"lldP","","L-lactate permease","1","1","1","5","3540","1214","1","","1697","1697","1697","","","vin01_00788"
"group_5180","pasI_1","Persistence and stress-resistance antitoxin PasI","1","1","1","5","3537","1124","1","","329","329","329","","","vin01_00792"
"group_5181","folP","Dihydropteroate synthase","1","1","1","5","3523","1356","1","","866","866","866","","","vin01_00806"
"group_5182","rbfA","30S ribosome-binding factor","1","1","1","5","3517","1291","1","","389","389","389","","","vin01_00813"
"group_5183","","hypothetical protein","1","1","1","5","3513","1061","2","","302","302","302","","","vin01_00817"
"group_5184","","hypothetical protein","1","1","1","5","3512","1061","1","","2936","2936","2936","","","vin01_00818"
"group_5185","folK_2","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase","1","1","1","5","3424","1121","1","","512","512","512","","","vin01_00824"
"group_5186","gluQ","Glutamyl-Q tRNA(Asp) synthetase","1","1","1","5","3501","1233","1","","896","896","896","","","vin01_00829"
"group_5187","","hypothetical protein","1","1","1","5","3497","1331","1","","317","317","317","","","vin01_00833"
"group_5188","hmuV","Hemin import ATP-binding protein HmuV","1","1","1","5","3493","967","1","","767","767","767","","","vin01_00835"
"group_5189","","hypothetical protein","1","1","1","5","3492","967","3","","932","932","932","","","vin01_00836"
"group_5190","bepA_2","Beta-barrel assembly-enhancing protease","1","1","1","5","3429","941","3","","734","734","734","","","vin01_00840"
"group_5191","","hypothetical protein","1","1","1","5","3428","941","2","","329","329","329","","","vin01_00841"
"group_5192","","hypothetical protein","1","1","1","5","3427","941","1","","428","428","428","","","vin01_00842"
"group_5193","","hypothetical protein","1","1","1","5","3430","1336","1","","800","800","800","","","vin01_00856"
"group_5194","","hypothetical protein","1","1","1","5","3444","735","1","","518","518","518","","","vin01_00858"
"group_5195","otsB","Trehalose-6-phosphate phosphatase","1","1","1","5","3443","735","2","","761","761","761","","","vin01_00859"
"group_5196","otsA","Trehalose-6-phosphate synthase","1","1","1","5","3442","735","3","","1721","1721","1721","","","vin01_00860"
"group_5197","","hypothetical protein","1","1","1","5","3441","735","15","","203","203","203","","","vin01_00861"
"group_5198","","hypothetical protein","1","1","1","5","3440","735","14","","149","149","149","","","vin01_00863"
"group_5199","","hypothetical protein","1","1","1","5","3439","735","13","","944","944","944","","","vin01_00864"
"group_5200","","hypothetical protein","1","1","1","5","3438","735","12","","626","626","626","","","vin01_00865"
"group_5201","","hypothetical protein","1","1","1","5","3436","735","10","","1856","1856","1856","","","vin01_00867"
"traC_1","","DNA primase TraC","1","1","1","5","3435","735","9","","890","890","890","","","vin01_00868"
"group_5203","","hypothetical protein","1","1","1","5","3434","735","8","","206","206","206","","","vin01_00869"
"group_5204","","hypothetical protein","1","1","1","5","3432","735","6","","305","305","305","","","vin01_00871"
"group_5205","","hypothetical protein","1","1","1","5","3431","735","5","","254","254","254","","","vin01_00872"
"group_5206","","hypothetical protein","1","1","1","5","5553","735","4","","191","191","191","","","vin01_00873"
"group_5207","","hypothetical protein","1","1","1","5","6811","866","4","","290","290","290","","","vin01_00875"
"group_5208","","hypothetical protein","1","1","1","5","6810","866","3","","302","302","302","","","vin01_00876"
"group_5209","","hypothetical protein","1","1","1","5","6809","866","2","","239","239","239","","","vin01_00877"
"group_5210","","hypothetical protein","1","1","1","5","5606","733","1","","221","221","221","","","vin01_00881"
"group_5211","intS_1","Prophage integrase IntS","1","1","1","5","5602","733","5","","1235","1235","1235","","","vin01_00885"
"group_5212","","hypothetical protein","1","1","1","5","5601","733","6","","701","701","701","","","vin01_00886"
"group_5213","","hypothetical protein","1","1","1","5","5600","733","7","","263","263","263","","","vin01_00887"
"group_5214","","hypothetical protein","1","1","1","5","5599","733","8","","368","368","368","","","vin01_00888"
"group_5215","","hypothetical protein","1","1","1","5","5598","733","9","","125","125","125","","","vin01_00889"
"group_5216","","hypothetical protein","1","1","1","5","5597","733","10","","302","302","302","","","vin01_00890"
"group_5217","","hypothetical protein","1","1","1","5","5596","733","11","","1469","1469","1469","","","vin01_00891"
"group_5218","","hypothetical protein","1","1","1","5","5595","733","12","","1091","1091","1091","","","vin01_00892"
"outD_1","","Type II secretion system protein D","1","1","1","5","5594","733","13","","1151","1151","1151","","","vin01_00893"
"group_5220","","hypothetical protein","1","1","1","5","5593","733","14","","1280","1280","1280","","","vin01_00894"
"xerD_2","","Tyrosine recombinase XerD","1","1","1","5","5592","733","16","","995","995","995","","","vin01_00895"
"ydcO_1","","Inner membrane protein YdcO","1","1","1","5","5591","733","15","","1220","1220","1220","","","vin01_00897"
"group_5223","","hypothetical protein","1","1","1","5","5585","928","3","","338","338","338","","","vin01_00901"
"group_5224","","hypothetical protein","1","1","1","5","5584","928","2","","608","608","608","","","vin01_00902"
"group_5225","pqqD","Coenzyme PQQ synthesis protein D","1","1","1","5","5885","753","9","","278","278","278","","","vin01_00913"
"skfB","","Sporulation killing factor maturation protein SkfB","1","1","1","5","5896","753","10","","1154","1154","1154","","","vin01_00914"
